year,country,continent,income_level,inflow,outflow,net_flow
2000,Sri Lanka,Asia,Lower middle income,1192537054.4585474,-992985354.5242776,199551699.9342698
2000,St. Lucia,America,Upper middle income,108429450.24598286,-49627644.53790939,58801805.70807347
2000,St. Vincent and the Grenadines,America,Upper middle income,17939565.07476628,-16487576.135453682,1451988.9393125959
2000,Suriname,America,Upper middle income,49501092.698489994,0.0,49501092.698489994
2000,Thailand,Asia,Upper middle income,6134322546.748642,-8894933392.379196,-2760610845.630554
2000,Tunisia,Africa,Lower middle income,1688519991.0571399,-2073316837.2685034,-384796846.21136355
2000,Turkmenistan,Asia,Upper middle income,813621757.5975055,-831334727.5027341,-17712969.905228615
2000,Türkiye,Asia,Upper middle income,16374322118.574219,-11138328527.249117,5235993591.325102
2000,Uzbekistan,Asia,Lower middle income,959270509.5600115,-753154712.6043934,206115796.95561814
2000,Vietnam,Asia,Lower middle income,4039324466.3650103,-3236426979.21774,802897487.1472702
2001,Algeria,Africa,Lower middle income,2255452827.003544,-8179181943.417878,-5923729116.414334
2001,Angola,Africa,Lower middle income,5004956166.974992,-9495192783.057276,-4490236616.082284
2001,Argentina,America,Upper middle income,4865318641.461768,-13261424201.843567,-8396105560.381799
2001,Armenia,Asia,Upper middle income,436670390.86683536,-112072278.00876603,324598112.8580693
2001,Azerbaijan,Asia,Upper middle income,563417857.6228049,-224487433.083677,338930424.5391279
2001,Belarus,Europe,Upper middle income,432035718.79351395,-511426669.48305416,-79390950.6895402
2001,Belize,America,Upper middle income,272064370.8964604,-134326417.69453785,137737953.20192257
2001,Botswana,Africa,Upper middle income,65060423.08580002,-93617280.46281429,-28556857.377014264
2001,Brazil,America,Upper middle income,34831931533.27948,-34382532149.12436,449399384.15512085
2001,Bulgaria,Europe,Upper middle income,1467171173.3996873,-2669785605.1150312,-1202614431.715344
2001,Cayman Islands,America,High income,67248.24017854178,0.0,67248.24017854178
2001,Colombia,America,Upper middle income,9108639351.399431,-7046401527.15153,2062237824.247901
2001,Congo Republic,Africa,Lower middle income,297193516.14412236,-264478574.3559127,32714941.788209677
2001,Costa Rica,America,Upper middle income,958110017.3711975,-1214895772.5549674,-256785755.18376994
2001,Cote d'Ivoire,Africa,Lower middle income,480452170.5825022,-604675331.1975988,-124223160.61509663
2001,Dominica,America,Upper middle income,64550322.71316052,-24742844.4498657,39807478.26329482
2001,Dominican Republic,America,Upper middle income,1670156955.637485,-955941646.9661672,714215308.6713178
2001,Ecuador,America,Upper middle income,1919950038.3707175,-3765662680.379422,-1845712642.0087047
2001,Egypt,Africa,Lower middle income,5770165355.810817,-3117500257.2859197,2652665098.524897
2001,El Salvador,America,Lower middle income,1629565766.5918596,-536099315.89292526,1093466450.6989343
2001,Fiji,Oceania,Upper middle income,51669813.17121585,-34087014.68600514,17582798.48521071
2001,Gabon,Africa,Upper middle income,147853668.47755158,-1125126316.9412897,-977272648.4637381
2001,Grenada,America,Upper middle income,39007930.52755774,-24102708.998877414,14905221.528680325
2001,Guatemala,America,Upper middle income,1605956441.6717658,-810448445.4862412,795507996.1855246
2001,India,Asia,Lower middle income,8519545741.109548,-14927377900.197556,-6407832159.088008
2001,Indonesia,Asia,Lower middle income,6875731620.612297,-18214835168.05073,-11339103547.438435
2001,Iran,Asia,Lower middle income,1230863274.1946383,-614608845.6499175,616254428.5447208
2001,Iraq,Asia,Upper middle income,204183219.5215591,0.0,204183219.5215591
2001,Jamaica,America,Upper middle income,1884220068.9572241,-1105995699.5074995,778224369.4497247
2001,Jordan,Asia,Upper middle income,2108006227.484685,-1204826583.1864052,903179644.2982798
2001,Kazakhstan,Asia,Upper middle income,952916000.577384,-1731611624.9723485,-778695624.3949645
2001,Lebanon,Asia,Lower middle income,3754072611.1752076,-1324072510.7568305,2430000100.418377
2001,Lesotho,Africa,Lower middle income,129677464.46782628,-134345060.30163097,-4667595.833804697
2001,Liberia,Africa,Low income,72720752.40875551,0.0,72720752.40875551
2001,Maldives,Asia,Upper middle income,73774021.66223723,-48900334.09650451,24873687.565732718
2001,Mauritius,Africa,Upper middle income,128171769.39542295,-191072588.94215396,-62900819.54673101
2001,Mexico,America,Upper middle income,29635509479.205044,-32967574093.780487,-3332064614.5754433
2001,Moldova,Europe,Upper middle income,284321680.79971534,-343167927.40286773,-58846246.603152394
2001,Mongolia,Asia,Lower middle income,481774688.06232905,-144370443.52528226,337404244.5370468
2001,Morocco,Africa,Lower middle income,1554957000.4300299,-3676886973.396183,-2121929972.9661531
2001,Nigeria,Africa,Lower middle income,410278290.7893194,-5372814332.793144,-4962536042.003825
2001,North Macedonia,Europe,Upper middle income,503264135.79501617,-292365647.6426028,210898488.15241337
2001,Pakistan,Asia,Lower middle income,4745561344.559799,-3317292154.2762327,1428269190.2835665
2001,Paraguay,America,Upper middle income,376762964.61814463,-532442530.18375665,-155679565.56561202
2001,Peru,America,Upper middle income,3295847979.095051,-3315873276.2629843,-20025297.167933464
2001,Philippines,Asia,Lower middle income,7432203670.380123,-10115836371.544157,-2683632701.164034
2001,Serbia,Europe,Upper middle income,2642917423.6222177,-117078949.98153836,2525838473.6406794
2001,South Africa,Africa,Upper middle income,4213905496.3091426,-5027725581.207907,-813820084.8987641
2001,Sri Lanka,Asia,Lower middle income,1004565020.6462768,-865658411.2211062,138906609.42517066
2001,St. Lucia,America,Upper middle income,66856623.30807344,-39958232.45760196,26898390.85047148
2001,St. Vincent and the Grenadines,America,Upper middle income,19152383.78171997,-16588532.71364768,2563851.068072291
2001,Suriname,America,Upper middle income,39197382.32979472,0.0,39197382.32979472
2001,Thailand,Asia,Upper middle income,5127792360.391689,-10774720543.409243,-5646928183.017553
2001,Tunisia,Africa,Lower middle income,2178508668.4355683,-1493392325.9119766,685116342.5235918
2001,Turkmenistan,Asia,Upper middle income,243212070.48039302,-821305045.1515046,-578092974.6711116
2001,Türkiye,Asia,Upper middle income,10222497688.931808,-16837423410.592747,-6614925721.660938
2001,Uzbekistan,Asia,Lower middle income,1240949919.0809665,-944873638.5352569,296076280.5457096
2001,Vietnam,Asia,Lower middle income,3971507848.149088,-3076927464.1765466,894580383.9725413
2002,Algeria,Africa,Lower middle income,3351002646.6065826,-7538779273.104145,-4187776626.4975624
2002,Angola,Africa,Lower middle income,4729284956.150696,-4977724105.2727375,-248439149.1220417
2002,Argentina,America,Upper middle income,5480654101.448612,-11298609579.780237,-5817955478.331625
2002,Armenia,Asia,Upper middle income,549422388.0274333,-136655211.87312582,412767176.1543075
2002,Azerbaijan,Asia,Upper middle income,888214728.2617464,-207536058.07480696,680678670.1869395
2002,Belarus,Europe,Upper middle income,432264330.4641017,-384321654.2138972,47942676.250204444
2002,Belize,America,Upper middle income,344866636.50380576,-264004477.64569736,80862158.8581084
2002,Botswana,Africa,Upper middle income,80815023.76816213,-119021500.13802052,-38206476.369858384
2002,Brazil,America,Upper middle income,35406615337.82466,-53733389197.73664,-18326773859.91198
2002,Bulgaria,Europe,Upper middle income,429374495.6359552,-1721493552.6962214,-1292119057.060266
2002,Cayman Islands,America,High income,-9807.794188925916,0.0,-9807.794188925916
2002,Colombia,America,Upper middle income,4109387483.7603827,-7998508686.202093,-3889121202.4417105
2002,Congo Republic,Africa,Lower middle income,140234772.33037925,-45154811.392913505,95079960.93746574
2002,Costa Rica,America,Upper middle income,400023255.0362744,-1171763814.8555093,-771740559.8192348
2002,Cote d'Ivoire,Africa,Lower middle income,1559019613.3899374,-894926177.3680757,664093436.0218617
2002,Dominica,America,Upper middle income,78415166.79530206,-17841869.231892772,60573297.56340929
2002,Dominican Republic,America,Upper middle income,1492723926.9944432,-930428569.3480767,562295357.6463665
2002,Ecuador,America,Upper middle income,1334273795.8193588,-4054565910.715983,-2720292114.896624
2002,Egypt,Africa,Lower middle income,3336121801.3869863,-4111789948.860964,-775668147.4739776
2002,El Salvador,America,Lower middle income,3121292785.1931143,-650204403.9640696,2471088381.229045
2002,Fiji,Oceania,Upper middle income,66803571.49029361,-32752542.30740335,34051029.18289026
2002,Gabon,Africa,Upper middle income,259879455.10116208,-944517417.800723,-684637962.6995609
2002,Grenada,America,Upper middle income,179903548.63600954,-41085436.33869319,138818112.29731637
2002,Guatemala,America,Upper middle income,1132288889.245592,-797349834.0540154,334939055.1915767
2002,India,Asia,Lower middle income,10986617581.48331,-20705191128.99923,-9718573547.515919
2002,Indonesia,Asia,Lower middle income,6482521196.769075,-15278096551.933002,-8795575355.163927
2002,Iran,Asia,Lower middle income,2829490313.5263314,-1946323307.5797224,883167005.946609
2002,Iraq,Asia,Upper middle income,180276900.69185832,0.0,180276900.69185832
2002,Jamaica,America,Upper middle income,1090567366.5782247,-1247452481.786038,-156885115.20781326
2002,Jordan,Asia,Upper middle income,1650326718.7095912,-1084570613.0171201,565756105.692471
2002,Kazakhstan,Asia,Upper middle income,1077838140.5649698,-2988831751.7401724,-1910993611.1752026
2002,Lebanon,Asia,Lower middle income,6215066890.056482,-1865363954.2828233,4349702935.773659
2002,Lesotho,Africa,Lower middle income,174299616.97837958,-124367477.34153429,49932139.63684529
2002,Liberia,Africa,Low income,99574200.70584409,-51725.78451952899,99522474.92132457
2002,Maldives,Asia,Upper middle income,118108095.35966873,-49379729.773589805,68728365.58607893
2002,Mauritius,Africa,Upper middle income,276736049.9522359,-265653237.28640065,11082812.665835232
2002,Mexico,America,Upper middle income,17982730840.22937,-25667056560.038418,-7684325719.809048
2002,Moldova,Europe,Upper middle income,323309582.9142667,-481498365.92171913,-158188783.00745243
2002,Mongolia,Asia,Lower middle income,465801926.14853734,-160371663.06636286,305430263.0821745
2002,Morocco,Africa,Lower middle income,1664430162.0383015,-4304111625.805426,-2639681463.767124
2002,Nigeria,Africa,Lower middle income,514774784.01656514,-2776167890.1548495,-2261393106.138284
2002,North Macedonia,Europe,Upper middle income,636695738.2330899,-293359535.8011044,343336202.4319855
2002,Pakistan,Asia,Lower middle income,4202656478.0863357,-3505581777.428967,697074700.6573687
2002,Paraguay,America,Upper middle income,406560707.06792325,-556323422.2250911,-149762715.15716785
2002,Peru,America,Upper middle income,6130493862.069019,-5847615124.439911,282878737.6291084
2002,Philippines,Asia,Lower middle income,8792466642.323275,-9917826777.400618,-1125360135.077343
2002,Serbia,Europe,Upper middle income,3652298344.233008,-189602450.88136363,3462695893.3516445
2002,South Africa,Africa,Upper middle income,5879377239.594484,-3916238901.460781,1963138338.1337032
2002,Sri Lanka,Asia,Lower middle income,1225747855.9816217,-827559222.3284508,398188633.65317094
2002,St. Lucia,America,Upper middle income,116918961.68803336,-31159369.1426004,85759592.54543296
2002,St. Vincent and the Grenadines,America,Upper middle income,31251392.233153343,-16240043.705182431,15011348.527970912
2002,Suriname,America,Upper middle income,42686716.96970708,0.0,42686716.96970708
2002,Thailand,Asia,Upper middle income,3625510129.1347766,-15176935368.639465,-11551425239.504688
2002,Tunisia,Africa,Lower middle income,2335710975.797987,-1591946268.206795,743764707.591192
2002,Turkmenistan,Asia,Upper middle income,91686059.1394278,-762108750.4451227,-670422691.3056949
2002,Türkiye,Asia,Upper middle income,10516961129.952938,-13201363880.991444,-2684402751.0385056
2002,Uzbekistan,Asia,Lower middle income,877476159.5946014,-1165637429.500965,-288161269.9063637
2002,Vietnam,Asia,Lower middle income,3059821061.4675765,-2986045617.775535,73775443.6920414
2003,Algeria,Africa,Lower middle income,2940629057.4223924,-6888507285.736944,-3947878228.314552
2003,Angola,Africa,Lower middle income,6423036212.269723,-4558067267.656687,1864968944.6130362
2003,Argentina,America,Upper middle income,13011543363.507023,-18566925054.64667,-5555381691.139648
2003,Armenia,Asia,Upper middle income,454652761.7616619,-194926757.0003907,259726004.76127118
2003,Azerbaijan,Asia,Upper middle income,728475138.113459,-245304943.0845484,483170195.0289106
2003,Belarus,Europe,Upper middle income,149757716.49419183,-357670608.2445064,-207912891.7503146
2003,Belize,America,Upper middle income,402964683.6377418,-222107476.5060074,180857207.1317344
2003,Botswana,Africa,Upper middle income,74954807.38813502,-75020005.20423625,-65197.81610123813
2003,Brazil,America,Upper middle income,28618005054.6018,-47000106171.8727,-18382101117.270905
2003,Bulgaria,Europe,Upper middle income,824506356.8386135,-1600291630.8929057,-775785274.0542922
2003,Cayman Islands,America,High income,34209.70384248867,0.0,34209.70384248867
2003,Colombia,America,Upper middle income,11222513233.0868,-9758560325.835428,1463952907.2513714
2003,Congo Republic,Africa,Lower middle income,159397294.16585648,-145630281.43226483,13767012.733591646
2003,Costa Rica,America,Upper middle income,1911948919.4993525,-1430817401.9528904,481131517.54646206
2003,Cote d'Ivoire,Africa,Lower middle income,556549935.5905039,-424951157.5826733,131598778.00783062
2003,Dominica,America,Upper middle income,34340280.20730016,-21819998.39031273,12520281.816987425
2003,Dominican Republic,America,Upper middle income,4248455084.956757,-1344911957.0189195,2903543127.9378376
2003,Ecuador,America,Upper middle income,1651629221.5858095,-3026598694.002172,-1374969472.4163625
2003,Egypt,Africa,Lower middle income,3100759986.186149,-5490171159.2628565,-2389411173.0767074
2003,El Salvador,America,Lower middle income,1345049740.1881385,-829001665.7227057,516048074.46543276
2003,Fiji,Oceania,Upper middle income,79811670.9098622,-24889531.929385222,54922138.98047698
2003,Gabon,Africa,Upper middle income,254294873.12875357,-733347684.6259437,-479052811.4971901
2003,Grenada,America,Upper middle income,40958886.44139038,-45455282.05659609,-4496395.615205713
2003,Guatemala,America,Upper middle income,1385327079.19884,-871857997.6283212,513469081.57051873
2003,India,Asia,Lower middle income,11143226970.285263,-28786204767.160713,-17642977796.87545
2003,Indonesia,Asia,Lower middle income,7316677886.783877,-15215394178.297878,-7898716291.514001
2003,Iran,Asia,Lower middle income,3632589304.8991547,-2088370405.3084419,1544218899.5907128
2003,Iraq,Asia,Upper middle income,3405199152.1169,0.0,3405199152.1169
2003,Jamaica,America,Upper middle income,515748913.9669151,-1337940442.8817773,-822191528.9148622
2003,Jordan,Asia,Upper middle income,2335291232.1815314,-2261434865.968567,73856366.21296453
2003,Kazakhstan,Asia,Upper middle income,1218769350.6897957,-1395945306.86082,-177175956.17102432
2003,Lebanon,Asia,Lower middle income,2775611521.61209,-3071772110.6997514,-296160589.08766127
2003,Lesotho,Africa,Lower middle income,118727096.91946614,-88687677.33666591,30039419.582800224
2003,Liberia,Africa,Low income,155603895.75020063,0.0,155603895.75020063
2003,Maldives,Asia,Upper middle income,100843023.37366976,-48346889.57409762,52496133.79957214
2003,Mauritius,Africa,Upper middle income,159956781.50502944,-195555906.18847647,-35599124.68344703
2003,Mexico,America,Upper middle income,29275688330.365223,-31209212544.346622,-1933524213.9813995
2003,Moldova,Europe,Upper middle income,229769060.33015528,-259022912.3028602,-29253851.972704917
2003,Mongolia,Asia,Lower middle income,545540397.0244955,-950729286.4650344,-405188889.4405389
2003,Morocco,Africa,Lower middle income,2720817339.593858,-4625511354.579977,-1904694014.9861193
2003,Nigeria,Africa,Lower middle income,618845728.9687124,-3159543820.371222,-2540698091.4025097
2003,North Macedonia,Europe,Upper middle income,536079260.9997504,-210832719.5541179,325246541.44563246
2003,Pakistan,Asia,Lower middle income,3577364835.916888,-2968897790.341949,608467045.5749393
2003,Paraguay,America,Upper middle income,567646638.5660042,-599997593.7052706,-32350955.13926649
2003,Peru,America,Upper middle income,4622144062.766442,-4017452582.559256,604691480.2071862
2003,Philippines,Asia,Lower middle income,10059061483.270164,-10307249698.248901,-248188214.97873688
2003,Serbia,Europe,Upper middle income,1990017403.562842,-269634267.54464966,1720383136.0181923
2003,South Africa,Africa,Upper middle income,2854817107.2912583,-3232796865.1703424,-377979757.8790841
2003,Sri Lanka,Asia,Lower middle income,1724126895.9148998,-751479710.0283797,972647185.8865201
2003,St. Lucia,America,Upper middle income,79200392.50763637,-45938129.36639361,33262263.141242757
2003,St. Vincent and the Grenadines,America,Upper middle income,46214616.68082738,-19259912.632128958,26954704.04869842
2003,Suriname,America,Upper middle income,43823285.54432706,0.0,43823285.54432706
2003,Thailand,Asia,Upper middle income,2961288233.049787,-13783675228.882622,-10822386995.832834
2003,Tunisia,Africa,Lower middle income,2199629656.2892504,-1543856894.7559133,655772761.5333371
2003,Turkmenistan,Asia,Upper middle income,141510231.3053173,-544069700.4386601,-402559469.13334286
2003,Türkiye,Asia,Upper middle income,9571636475.554724,-13180973878.756016,-3609337403.201292
2003,Uzbekistan,Asia,Lower middle income,1018821803.3038813,-1312375031.518595,-293553228.2147137
2003,Vietnam,Asia,Lower middle income,4802518489.277469,-1887653214.8550472,2914865274.4224215
2004,Algeria,Africa,Lower middle income,3053325174.680548,-7623499509.203296,-4570174334.522747
2004,Angola,Africa,Lower middle income,7282226993.715281,-4839136680.5017185,2443090313.213562
2004,Argentina,America,Upper middle income,9337346950.962147,-6602898606.078524,2734448344.883623
2004,Armenia,Asia,Upper middle income,431801320.5759421,-142770130.76385528,289031189.8120868
2004,Azerbaijan,Asia,Upper middle income,381475172.45047057,-194098576.26777565,187376596.1826949
2004,Belarus,Europe,Upper middle income,418626528.5095745,-389697793.9789391,28928734.530635357
2004,Belize,America,Upper middle income,337400232.8061665,-469428533.86129314,-132028301.0551266
2004,Botswana,Africa,Upper middle income,108377997.52998419,-62055347.758731045,46322649.771253146
2004,Brazil,America,Upper middle income,26269518284.527485,-41082856551.86842,-14813338267.340939
2004,Bulgaria,Europe,Upper middle income,903237603.9663153,-2955657006.040168,-2052419402.0738525
2004,Cayman Islands,America,High income,547656.8099318001,0.0,547656.8099318001
2004,Colombia,America,Upper middle income,5159090487.881687,-5586042772.64182,-426952284.7601328
2004,Congo Republic,Africa,Lower middle income,190615963.44464606,-385813649.02776927,-195197685.5831232
2004,Costa Rica,America,Upper middle income,575495713.4791664,-1149138530.7302682,-573642817.2511019
2004,Cote d'Ivoire,Africa,Lower middle income,436164052.74209994,-125581049.55933702,310583003.1827629
2004,Dominica,America,Upper middle income,60177073.75593148,-23080791.13366795,37096282.622263536
2004,Dominican Republic,America,Upper middle income,2029652667.0675862,-1510690122.5784938,518962544.48909235
2004,Ecuador,America,Upper middle income,1003632165.5770978,-4110513440.716092,-3106881275.138994
2004,Egypt,Africa,Lower middle income,4786984589.825936,-5030953588.326316,-243968998.50037956
2004,El Salvador,America,Lower middle income,986718345.5109438,-929378964.8843048,57339380.62663901
2004,Fiji,Oceania,Upper middle income,83401806.51869729,-15114955.48795216,68286851.03074513
2004,Gabon,Africa,Upper middle income,330300917.138436,-369811688.887012,-39510771.748575985
2004,Grenada,America,Upper middle income,95706530.28685088,-40384023.211770006,55322507.07508088
2004,Guatemala,America,Upper middle income,1582438048.2407165,-988987783.4947374,593450264.7459791
2004,India,Asia,Lower middle income,13725499723.04438,-13720038158.969122,5461564.075258255
2004,Indonesia,Asia,Lower middle income,7011522965.569522,-20221440592.682514,-13209917627.112991
2004,Iran,Asia,Lower middle income,2872498869.746653,-2180907502.432104,691591367.314549
2004,Iraq,Asia,Upper middle income,6167376389.337795,0.0,6167376389.337795
2004,Jamaica,America,Upper middle income,1936677361.098001,-1270539110.4599748,666138250.6380262
2004,Jordan,Asia,Upper middle income,1309760318.2907927,-1213398208.8828454,96362109.4079473
2004,Kazakhstan,Asia,Upper middle income,1085642429.3750992,-2053513662.163441,-967871232.7883418
2004,Lebanon,Asia,Lower middle income,5839966743.519821,-4180418316.6417823,1659548426.878039
2004,Lesotho,Africa,Lower middle income,126139397.33587947,-58091894.062615514,68047503.27326396
2004,Liberia,Africa,Low income,294340334.16901886,0.0,294340334.16901886
2004,Maldives,Asia,Upper middle income,112160092.60181884,-59676202.43136795,52483890.170450896
2004,Mauritius,Africa,Upper middle income,99545762.3276633,-202027036.0092473,-102481273.681584
2004,Mexico,America,Upper middle income,29123434794.38556,-34420465781.51646,-5297030987.1308975
2004,Moldova,Europe,Upper middle income,199891231.33056852,-354623834.1533705,-154732602.82280198
2004,Mongolia,Asia,Lower middle income,543928684.530817,-80752125.85360746,463176558.67720956
2004,Morocco,Africa,Lower middle income,2120269986.3669503,-2934763814.726988,-814493828.3600376
2004,Nigeria,Africa,Lower middle income,976384671.7075677,-2886427687.5531025,-1910043015.8455348
2004,North Macedonia,Europe,Upper middle income,528256268.297815,-176255252.5007273,352001015.7970877
2004,Pakistan,Asia,Lower middle income,3435999633.187437,-4353486512.896298,-917486879.7088614
2004,Paraguay,America,Upper middle income,428381973.16427404,-780512260.0916343,-352130286.92736024
2004,Peru,America,Upper middle income,4892781214.9309435,-4118304255.167603,774476959.7633405
2004,Philippines,Asia,Lower middle income,11769376890.67813,-12214561378.006008,-445184487.32787895
2004,Serbia,Europe,Upper middle income,2031540998.9893425,-333397473.05397004,1698143525.9353724
2004,South Africa,Africa,Upper middle income,2929895044.028535,-2228638124.690919,701256919.337616
2004,Sri Lanka,Asia,Lower middle income,1337601799.7659595,-814082398.0496026,523519401.7163569
2004,St. Lucia,America,Upper middle income,57022926.956282474,-34586955.51020519,22435971.446077287
2004,St. Vincent and the Grenadines,America,Upper middle income,64105283.21059553,-25932731.673107553,38172551.53748798
2004,Suriname,America,Upper middle income,55657091.45931091,0.0,55657091.45931091
2004,Thailand,Asia,Upper middle income,2858446983.6430635,-8648845587.741861,-5790398604.098798
2004,Tunisia,Africa,Lower middle income,2104753440.816925,-1834726613.9231741,270026826.8937509
2004,Turkmenistan,Asia,Upper middle income,138613623.47996163,-456608197.8620698,-317994574.38210815
2004,Türkiye,Asia,Upper middle income,9410937421.36163,-10858050894.70241,-1447113473.3407803
2004,Uzbekistan,Asia,Lower middle income,932456539.271847,-1120324757.5937598,-187868218.32191277
2004,Vietnam,Asia,Lower middle income,4469962097.627295,-1534066649.1067622,2935895448.5205326
2005,Algeria,Africa,Lower middle income,1363878929.8878148,-6648862568.646711,-5284983638.758897
2005,Angola,Africa,Lower middle income,7428596723.943293,-4833295536.785269,2595301187.158024
2005,Argentina,America,Upper middle income,7495599721.720646,-7317407269.660843,178192452.059803
2005,Armenia,Asia,Upper middle income,284033364.10666424,-49145509.31785166,234887854.78881258
2005,Azerbaijan,Asia,Upper middle income,891196470.2269601,-171473237.79478204,719723232.432178
2005,Belarus,Europe,Upper middle income,455166189.4995623,-327500708.4066602,127665481.09290212
2005,Belize,America,Upper middle income,312784726.7749112,-319100978.3836044,-6316251.6086931825
2005,Botswana,Africa,Upper middle income,90127859.51355152,-63960088.12097137,26167771.39258015
2005,Brazil,America,Upper middle income,20806282343.314877,-25077531190.689327,-4271248847.3744507
2005,Bulgaria,Europe,Upper middle income,782684172.2747817,-4067421550.758481,-3284737378.4836993
2005,Colombia,America,Upper middle income,6187623063.2000065,-8364760305.131358,-2177137241.9313517
2005,Congo Republic,Africa,Lower middle income,1724896450.5526128,-161564697.86949182,1563331752.683121
2005,Costa Rica,America,Upper middle income,192885252.01620796,-853352632.5044082,-660467380.4882003
2005,Cote d'Ivoire,Africa,Lower middle income,285556171.9877753,-30739301.87715771,254816870.1106176
2005,Dominica,America,Upper middle income,16556271.395948756,-22710130.25869883,-6153858.862750072
2005,Dominican Republic,America,Upper middle income,1058728082.384446,-920206185.5937629,138521896.79068315
2005,Ecuador,America,Upper middle income,2250992712.3665195,-3199138757.8351083,-948146045.4685888
2005,Egypt,Africa,Lower middle income,8868925347.258266,-5158368187.230843,3710557160.027424
2005,El Salvador,America,Lower middle income,1369218781.5495534,-818410254.8782136,550808526.6713398
2005,Fiji,Oceania,Upper middle income,96388036.52027905,-16307819.050281752,80080217.4699973
2005,Gabon,Africa,Upper middle income,211764760.72242218,-238314169.30508715,-26549408.582664967
2005,Grenada,America,Upper middle income,100766714.86675121,-12920367.692462046,87846347.17428917
