year,country,income_level,continent,net_flow,iso_3,gdp,net_flows_over_gdp_percent,nnt
2022,Costa Rica,Upper middle income,America,0.8430607997999999,CRI,68.373,1.233031752007371,
2022,Cote d'Ivoire,Lower middle income,Africa,4.4629911343,CIV,70.18,6.359349008691935,
2022,DR Congo,Low income,Africa,2.7883967379000003,COD,65.784,4.238715702754469,
2022,Djibouti,Lower middle income,Africa,0.15376036820000002,DJI,3.662,4.198808525395959,
2022,Dominica,Upper middle income,America,0.045700277299999995,DMA,0.627,7.288720462519936,
2022,Dominican Republic,Upper middle income,America,1.3316829838000002,DOM,113.873,1.1694457718686608,
2022,Ecuador,Upper middle income,America,-0.2263051881999998,ECU,115.049,-0.19670330746029935,net negative transfers
2022,Egypt,Lower middle income,Africa,0.4817305746000004,EGY,475.231,0.10136766637698306,
2022,El Salvador,Lower middle income,America,-0.8802073868000001,SLV,32.489,-2.709247396965127,net negative transfers
2022,Equatorial Guinea,Upper middle income,Africa,0.01409,GNQ,11.767,0.11974165037817626,
2022,Eswatini,Lower middle income,Africa,0.24892855950000004,SWZ,4.837,5.146341937151128,
2022,Ethiopia,Low income,Africa,3.4608425103999996,ETH,120.369,2.87519420315862,
2022,Fiji,Upper middle income,Oceania,0.5043300648000001,FJI,4.98,10.12710973493976,
2022,Gabon,Upper middle income,Africa,-0.1768319428,GAB,21.117,-0.8373914040820192,net negative transfers
2022,Gambia,Low income,Africa,0.2701617925,GMB,2.161,12.501702568255437,
2022,Georgia,Upper middle income,Asia,1.1175887412999999,GEO,24.606,4.541935874583434,
2022,Ghana,Lower middle income,Africa,1.1779699935999999,GHA,72.243,1.6305662743795246,
2022,Grenada,Upper middle income,America,0.003781252599999994,GRD,1.216,0.3109582730263153,
2022,Guatemala,Upper middle income,America,-0.056084843300000194,GTM,95.004,-0.05903419150772619,net negative transfers
2022,Guinea,Low income,Africa,0.5882861739,GIN,20.304,2.8973905333924352,
2022,Guinea-Bissau,Low income,Africa,0.1223385242,GNB,1.718,7.120985110593714,
2022,Guyana,Upper middle income,America,0.5184837693000001,GUY,14.529,3.568612907288871,
2022,Haiti,Lower middle income,America,0.873596,HTI,20.535,4.25418066715364,
2022,Honduras,Lower middle income,America,0.5023536564000001,HND,31.523,1.5936099241823432,
2022,India,Lower middle income,Asia,2.9439574820999983,IND,3389.689,0.08685037129069949,
2022,Indonesia,Lower middle income,Asia,-15.988365091399997,IDN,1318.806,-1.2123363930252058,net negative transfers
2022,Iran,Lower middle income,Asia,0.37624087510000004,IRN,346.479,0.10858980633746924,
2022,Iraq,Upper middle income,Asia,-1.7698154648999995,IRQ,261.14,-0.6777266848816725,net negative transfers
2022,Jamaica,Upper middle income,America,-0.7338101795,JAM,17.003,-4.315768861377404,net negative transfers
2022,Jordan,Upper middle income,Asia,0.5416455199000001,JOR,47.519,1.1398504175172037,
2022,Kazakhstan,Upper middle income,Asia,-2.2244637275,KAZ,225.529,-0.9863315704410519,net negative transfers
2022,Kenya,Lower middle income,Africa,1.4886921196000005,KEN,113.701,1.3093043329434224,
2022,Kiribati,Lower middle income,Oceania,0.09256,KIR,0.224,41.32142857142857,
2022,Kosovo,Upper middle income,Europe,0.3846565314,XKX,9.437,4.076046745787856,
2022,Kyrgyz Republic,Lower middle income,Asia,0.520551731,KGZ,11.672,4.459833199108978,
2022,Laos,Lower middle income,Asia,0.4373773763,LAO,15.304,2.857928491244119,
2022,Lebanon,Lower middle income,Asia,1.5549915741,LBN,21.78,7.139538907713499,
2022,Lesotho,Lower middle income,Africa,-0.05566856409999996,LSO,2.463,-2.2601934267153863,net negative transfers
2022,Liberia,Low income,Africa,0.5033147968,LBR,3.974,12.665193678912933,
2022,Libya,Upper middle income,Africa,0.2633,LBY,37.796,0.6966345645041803,
2022,Madagascar,Low income,Africa,1.0938882391000002,MDG,15.149,7.220861040992807,
2022,Malawi,Low income,Africa,1.3604973008999999,MWI,12.537,10.851856910744196,
2022,Malaysia,Upper middle income,Asia,0.07991,MYS,407.027,0.019632604225272524,
2022,Maldives,Upper middle income,Asia,-0.049742678299999954,MDV,6.238,-0.7974138874639299,net negative transfers
2022,Mali,Low income,Africa,1.3554422147000003,MLI,19.171,7.070273927807627,
2022,Marshall Islands,Upper middle income,Oceania,0.1438,MHL,0.261,55.09578544061303,
2022,Mauritania,Lower middle income,Africa,0.12890310589999998,MRT,9.903,1.3016571331919617,
2022,Mauritius,Upper middle income,Africa,0.38163027679999995,MUS,12.898,2.9588329725538838,
2022,Mexico,Upper middle income,America,0.15703848559999847,MEX,1465.854,0.010713105507096784,
2022,"Micronesia, Fed. Sts.",Lower middle income,Oceania,0.15328,FSM,0.424,36.15094339622642,
2022,Moldova,Upper middle income,Europe,1.1185865875,MDA,14.55,7.687880326460481,
2022,Mongolia,Lower middle income,Asia,-0.7147994573,MNG,17.146,-4.1688992027295,net negative transfers
2022,Montenegro,Upper middle income,Europe,-0.1796592582,MNE,6.109,-2.940894715992797,net negative transfers
2022,Morocco,Lower middle income,Africa,0.2157409328000002,MAR,130.913,0.16479718041752933,
2022,Mozambique,Low income,Africa,2.1964352414,MOZ,19.157,11.465444701153626,
2022,Myanmar,Lower middle income,Asia,0.21725489910000004,MMR,66.156,0.32839787638309453,
2022,Namibia,Upper middle income,Africa,0.22394,NAM,12.602,1.777019520710998,
2022,Nauru,High income,Oceania,0.03557,NRU,0.152,23.401315789473685,
2022,Nepal,Lower middle income,Asia,1.105519659,NPL,40.828,2.707748748407955,
2022,Nicaragua,Lower middle income,America,0.38422201889999996,NIC,15.671,2.4518028134771233,
2022,Niger,Low income,Africa,1.8475797353999999,NER,15.448,11.959993108493007,
2022,Nigeria,Lower middle income,Africa,5.1950802803,NGA,477.376,1.0882575329090696,
2022,North Macedonia,Upper middle income,Europe,0.31086464690000004,MKD,13.593,2.2869465673508427,
2022,Pakistan,Lower middle income,Asia,-2.365329144,PAK,374.658,-0.6313302115529362,net negative transfers
2022,Palau,Upper middle income,Oceania,0.02562,PLW,0.246,10.414634146341463,
2022,Panama,High income,America,0.06627,PAN,76.523,0.08660141395397462,
2022,Papua New Guinea,Lower middle income,Oceania,1.395845663,PNG,31.533,4.4266186629879805,
2022,Paraguay,Upper middle income,America,1.0800272790999998,PRY,41.722,2.5886277721585733,
2022,Peru,Upper middle income,America,0.2131215363000002,PER,244.594,0.08713277361668732,
2022,Philippines,Lower middle income,Asia,4.674763654,PHL,404.284,1.156306866954913,
2022,Rwanda,Low income,Africa,1.3183043061,RWA,13.309,9.905359576977986,
2022,Samoa,Lower middle income,Oceania,0.10182513959999999,WSM,0.833,12.223906314525811,
2022,Sao Tome and Principe,Lower middle income,Africa,0.08473386470000001,STP,0.548,15.462384069343067,
2022,Senegal,Lower middle income,Africa,1.0036297853,SEN,27.744,3.6174660658160325,
2022,Serbia,Upper middle income,Europe,1.170680896,SRB,63.502,1.84353389814494,
2022,Sierra Leone,Low income,Africa,0.49581662309999996,SLE,3.987,12.435832031602708,
2022,Solomon Islands,Lower middle income,Oceania,0.2508794179,SLB,1.591,15.768662344437463,
2022,Somalia,Low income,Africa,1.9396159385999998,SOM,10.42,18.614356416506716,
2022,South Africa,Upper middle income,Africa,-6.300150853400001,ZAF,405.106,-1.5551857670338134,net negative transfers
2022,South Sudan,Low income,Africa,2.08668,SSD,8.535,24.44850615114235,
2022,Sri Lanka,Lower middle income,Asia,0.7807410093000002,LKA,74.846,1.04312990580659,
2022,St. Lucia,Upper middle income,America,-0.0035368941000000014,LCA,2.297,-0.1539788463212887,net negative transfers
2022,St. Vincent and the Grenadines,Upper middle income,America,0.0594050927,VCT,0.947,6.2729770538542775,
2022,Sudan,Low income,Africa,1.4264162054,SDN,33.752,4.226167946788338,
2022,Suriname,Upper middle income,America,0.22913613789999998,SUR,3.51,6.528095096866097,
2022,Tajikistan,Lower middle income,Asia,0.47212540239999995,TJK,10.493,4.49943202515963,
2022,Tanzania,Lower middle income,Africa,2.1305913207000002,TZA,77.065,2.7646679046259655,
2022,Thailand,Upper middle income,Asia,-0.49017064589999987,THA,495.424,-0.09893962462456399,net negative transfers
2022,Timor-Leste,Lower middle income,Asia,0.2274153569,TLS,4.904,4.637344145595432,
2022,Togo,Low income,Africa,0.344324725,TGO,8.144,4.227955857072692,
2022,Tonga,Upper middle income,Oceania,0.13255854109999998,TON,0.498,26.618180943775098,
2022,Tunisia,Lower middle income,Africa,-0.07922311509999991,TUN,46.361,-0.17088310239209661,net negative transfers
2022,Turkmenistan,Upper middle income,Asia,-0.4747182710999999,TKM,77.252,-0.614506124242738,net negative transfers
2022,Tuvalu,Upper middle income,Oceania,0.06443,TUV,0.059,109.20338983050848,
2022,Türkiye,Upper middle income,Asia,-0.8844091910999985,TUR,905.841,-0.09763404296118176,net negative transfers
2022,Uganda,Low income,Africa,1.9864985126999999,UGA,48.244,4.117607397189288,
2022,Uzbekistan,Lower middle income,Asia,3.2319968289000007,UZB,80.418,4.018996777960159,
2022,Vanuatu,Lower middle income,Oceania,0.151002483,VUT,1.073,14.072924790307548,
2022,Vietnam,Lower middle income,Asia,-1.9225096743999996,VNM,406.452,-0.4729979614813064,net negative transfers
2022,Yemen,Low income,Asia,2.8652184494,YEM,23.548,12.167566032784102,
2022,Zambia,Low income,Africa,1.4304010756999999,ZMB,29.742,4.809364117073498,
2022,Zimbabwe,Lower middle income,Africa,1.0419541995,ZWE,31.49,3.308841535408066,
2024,Albania,Upper middle income,Europe,1.12578967775668,ALB,25.297,4.450289274446298,
2024,Algeria,Lower middle income,Africa,0.1730892419333333,DZA,239.209,0.07235900067862551,
2024,Angola,Lower middle income,Africa,-3.803595547766042,AGO,92.925,-4.093188644354094,net negative transfers
2024,Antigua and Barbuda,High income,America,0.056304333333333324,ATG,2.114,2.6634027120782084,
2024,Argentina,Upper middle income,America,-1.5105236634000014,ARG,632.629,-0.2387692728913789,net negative transfers
2024,Armenia,Upper middle income,Asia,1.2091613010466635,ARM,26.935,4.489182480217797,
2024,Azerbaijan,Upper middle income,Asia,-2.9022821695895202,AZE,80.983,-3.5838165659329984,net negative transfers
2024,Bangladesh,Lower middle income,Asia,6.959251180860025,BGD,455.162,1.5289613765780152,
2024,Belarus,Upper middle income,Europe,1.3912810003923297,BLR,66.328,2.0975771927275506,
2024,Belize,Upper middle income,America,0.21250150437809512,BLZ,3.37,6.305682622495405,
2024,Benin,Lower middle income,Africa,3.944691489964224,BEN,21.789,18.104050162762054,
2024,Bhutan,Lower middle income,Asia,0.018389370511427163,BTN,2.86,0.6429849829170337,
2024,Bolivia,Lower middle income,America,0.26302455418000076,BOL,49.718,0.5290328536546135,
2024,Bosnia and Herzegovina,Upper middle income,Europe,0.6037903154399853,BIH,28.738,2.101017173916018,
2024,Botswana,Upper middle income,Africa,0.3022835881294497,BWA,21.94,1.3777738747923869,
2024,Brazil,Upper middle income,America,0.33158887669670867,BRA,2265.117,0.014638929322269387,
2024,Bulgaria,Upper middle income,Europe,0.7815951189214716,BGR,110.336,0.7083772467023198,
2024,Burkina Faso,Low income,Africa,1.753235084903813,BFA,22.916,7.65070293639297,
2024,Burundi,Low income,Africa,0.5871919416989007,BDI,3.058,19.20182935575215,
2024,Cabo Verde,Lower middle income,Africa,0.08351582026380941,CPV,2.797,2.9859070526925064,
2024,Cambodia,Lower middle income,Asia,1.578077587112414,KHM,33.233,4.748525824067686,
2024,Cameroon,Lower middle income,Africa,0.15346806978951238,CMR,52.982,0.28966077118552036,
2024,Central African Republic,Low income,Africa,0.6769377952685719,CAF,2.995,22.602263614977357,
2024,Chad,Low income,Africa,0.7207814807400129,TCD,13.192,5.463777143268746,
2024,Colombia,Upper middle income,America,10.904240754933001,COL,373.43,2.9200226963374663,
2024,Comoros,Lower middle income,Africa,0.1485706731689744,COM,1.445,10.281707485742173,
2024,Congo Republic,Lower middle income,Africa,-0.32441999067380933,COG,15.421,-2.1037545598457257,net negative transfers
2024,Costa Rica,Upper middle income,America,-0.30771012300761796,CRI,91.926,-0.3347367698013815,net negative transfers
2024,Cote d'Ivoire,Lower middle income,Africa,4.665056055617187,CIV,86.892,5.368798112158987,
2024,DR Congo,Low income,Africa,3.242880310864398,COD,73.286,4.424965628993803,
2024,Djibouti,Lower middle income,Africa,0.2830758444678685,DJI,4.2,6.739901058758773,
2024,Dominica,Upper middle income,America,0.0631622069619048,DMA,0.749,8.432871423485288,
2024,Dominican Republic,Upper middle income,America,2.592267414234745,DOM,127.913,2.026586362789353,
2024,Ecuador,Upper middle income,America,-0.16371770237904787,ECU,122.762,-0.1333618728751958,net negative transfers
2024,Egypt,Lower middle income,Africa,0.37815433124549863,EGY,357.825,0.10568136134856386,
2024,El Salvador,Lower middle income,America,0.40583682010476685,SLV,37.172,1.0917809644484207,
2024,Equatorial Guinea,Upper middle income,Africa,0.016091871794871798,GNQ,10.338,0.15565749463021666,
2024,Eswatini,Lower middle income,Africa,0.24644163239523453,SWZ,4.937,4.991728426073213,
2024,Ethiopia,Low income,Africa,1.1212813938010917,ETH,192.013,0.5839611868993723,
2024,Fiji,Upper middle income,Oceania,0.8047176050971422,FJI,5.97,13.479356869298865,
2024,Gabon,Upper middle income,Africa,-0.337228037011431,GAB,19.851,-1.6987962168728579,net negative transfers
2024,Gambia,Low income,Africa,0.24958337073333178,GMB,2.684,9.29893333581713,
2024,Georgia,Upper middle income,Asia,1.9819695560766644,GEO,31.418,6.308388681891477,
2024,Ghana,Lower middle income,Africa,5.26924028822482,GHA,75.647,6.965564117843166,
2024,Grenada,Upper middle income,America,0.019492269255714224,GRD,1.389,1.4033311199218303,
2024,Guatemala,Upper middle income,America,0.02302470950000012,GTM,111.384,0.02067146942110188,
2024,Guinea,Low income,Africa,0.002630487180004358,GIN,25.331,0.010384458489614931,
2024,Guinea-Bissau,Low income,Africa,0.11230248394857177,GNB,2.182,5.146768283619238,
2024,Guyana,Upper middle income,America,0.4663177831695076,GUY,20.319,2.29498392228706,
2024,Haiti,Lower middle income,America,0.8218226641285717,HTI,28.047,2.930162456336049,
2024,Honduras,Lower middle income,America,0.2569697169609554,HND,35.882,0.7161521569615835,
2024,India,Lower middle income,Asia,-6.00607358478677,IND,4105.381,-0.14629759295877215,net negative transfers
2024,Indonesia,Lower middle income,Asia,-22.548106972257514,IDN,1542.366,-1.461916754665074,net negative transfers
2024,Iran,Lower middle income,Asia,0.54697694928047,IRN,386.218,0.14162388839475892,
2024,Iraq,Upper middle income,Asia,-1.5190821858219172,IRQ,271.471,-0.5595743876222201,net negative transfers
2024,Jamaica,Upper middle income,America,-0.6655482981571429,JAM,20.101,-3.3110208355661057,net negative transfers
2024,Jordan,Upper middle income,Asia,4.6605666168651965,JOR,52.656,8.850969722092822,
2024,Kazakhstan,Upper middle income,Asia,-2.8611069965,KAZ,290.994,-0.9832185531316796,net negative transfers
2024,Kenya,Lower middle income,Africa,-1.4368849191799917,KEN,115.075,-1.2486508096284958,net negative transfers
2024,Kiribati,Lower middle income,Oceania,0.114983,KIR,0.26,44.22423076923077,
2024,Kosovo,Upper middle income,Europe,0.40018548657428477,XKX,11.226,3.56480925150797,
2024,Kyrgyz Republic,Lower middle income,Asia,0.5364037240377656,KGZ,13.661,3.9265333726503595,
2024,Laos,Lower middle income,Asia,-0.5986522831594895,LAO,14.095,-4.247266996519968,net negative transfers
2024,Lesotho,Lower middle income,Africa,0.14170677848857147,LSO,2.524,5.614373157233418,
2024,Liberia,Low income,Africa,0.4447423372247614,LBR,4.593,9.683046749940376,
2024,Libya,Upper middle income,Africa,0.30233042857142856,LBY,43.949,0.6879119628920535,
2024,Madagascar,Low income,Africa,0.9566248325695984,MDG,16.769,5.704722002323326,
2024,Malawi,Low income,Africa,1.3048607900957128,MWI,11.035,11.82474662524434,
2024,Malaysia,Upper middle income,Asia,0.09505500000000001,MYS,465.541,0.020418180138806252,
2024,Maldives,Upper middle income,Asia,1.0410019117455673,MDV,7.502,13.876325136571145,
2024,Mali,Low income,Africa,1.5081512949518963,MLI,23.074,6.536150190482345,
2024,Marshall Islands,Upper middle income,Oceania,0.20435223809523817,MHL,0.293,69.74479115878435,
2024,Mauritania,Lower middle income,Africa,-7.793441142457723e-05,MRT,10.906,-0.0007146012417437853,net negative transfers
2024,Mauritius,Upper middle income,Africa,0.8342665578671373,MUS,16.106,5.179849483839174,
2024,Mexico,Upper middle income,America,-10.88995105929831,MEX,1994.148,-0.546095428187793,net negative transfers
2024,"Micronesia, Fed. Sts.",Lower middle income,Oceania,0.193553021978022,FSM,0.492,39.340045117484145,
2024,Moldova,Upper middle income,Europe,1.098104909211421,MDA,17.163,6.3980942097035545,
2024,Mongolia,Lower middle income,Asia,-1.0224979502757154,MNG,19.552,-5.2296335427358605,net negative transfers
2024,Montenegro,Upper middle income,Europe,1.35418175910135,MNE,7.66,17.678613043098565,
2024,Morocco,Lower middle income,Africa,1.1474073143914298,MAR,157.403,0.7289615283008773,
2024,Mozambique,Low income,Africa,2.49140981779,MOZ,23.961,10.397770618045993,
2024,Myanmar,Lower middle income,Asia,0.17297803529142822,MMR,79.266,0.21822475625290566,
2024,Namibia,Upper middle income,Africa,0.24888295238095248,NAM,13.593,1.830964116684709,
2024,Nauru,High income,Oceania,0.03646585714285715,NRU,0.155,23.52635944700461,
2024,Nepal,Lower middle income,Asia,1.0433791782904756,NPL,45.463,2.295007320877363,
2024,Nicaragua,Lower middle income,America,0.31221631073428524,NIC,18.635,1.6754296256199905,
2024,Niger,Low income,Africa,2.3108784163361844,NER,19.536,11.828820722441565,
2024,Nigeria,Lower middle income,Africa,3.637912393783542,NGA,394.935,0.9211420597778222,
2024,North Macedonia,Upper middle income,Europe,1.1129070391856855,MKD,17.431,6.384642528745828,
2024,Palau,Upper middle income,Oceania,0.022260714285714255,PLW,0.322,6.913265306122439,
2024,Panama,High income,America,0.08141483333333334,PAN,87.242,0.09332068651948984,
2024,Papua New Guinea,Lower middle income,Oceania,1.890216960987408,PNG,32.89,5.747087141950161,
2024,Paraguay,Upper middle income,America,1.7494782380071787,PRY,46.667,3.748855161049947,
2024,Peru,Upper middle income,America,8.966284979799765,PER,277.158,3.235080704796457,
2024,Philippines,Lower middle income,Asia,9.112898417073426,PHL,475.947,1.9146876473795247,
2024,Rwanda,Low income,Africa,2.8935425787552767,RWA,13.829,20.923729689458938,
2024,Samoa,Lower middle income,Oceania,0.11870038327142823,WSM,0.996,11.917709163798015,
2024,Sao Tome and Principe,Lower middle income,Africa,0.09213555168073252,STP,0.76,12.123098905359543,
2024,Senegal,Lower middle income,Africa,0.5012369055328691,SEN,35.185,1.4245755450699704,
2024,Serbia,Upper middle income,Europe,0.576277915206716,SRB,81.694,0.7054103302650329,
2024,Sierra Leone,Low income,Africa,0.6115318612695242,SLE,3.605,16.963435818849494,
2024,Solomon Islands,Lower middle income,Oceania,0.29049844610000036,SLB,1.794,16.19277848940916,
2024,Somalia,Low income,Africa,2.583696660174359,SOM,12.491,20.684466096984703,
2024,South Africa,Upper middle income,Africa,-6.490517367483821,ZAF,401.466,-1.6167041212665132,net negative transfers
2024,South Sudan,Low income,Africa,2.3256154194139196,SSD,7.4,31.4272353974854,
2024,St. Lucia,Upper middle income,America,0.10891175917142865,LCA,2.589,4.206711439607132,
2024,St. Vincent and the Grenadines,Upper middle income,America,0.08813213225142873,VCT,1.116,7.8971444669738995,
2024,Sudan,Low income,Africa,5.639609638283808,SDN,25.834,21.830183627327585,
2024,Suriname,Upper middle income,America,0.02733081334857154,SUR,3.994,0.6842967788826123,
2024,Tajikistan,Lower middle income,Asia,0.5985701687819073,TJK,12.922,4.632178987632775,
2024,Tanzania,Lower middle income,Africa,3.5073699970347567,TZA,85.965,4.0799976700224,
2024,Thailand,Upper middle income,Asia,-1.4657710252333422,THA,543.248,-0.26981618436392624,net negative transfers
2024,Timor-Leste,Lower middle income,Asia,0.2368857203542855,TLS,2.037,11.629146801879504,
2024,Togo,Low income,Africa,0.3654687408333305,TGO,9.855,3.708460079485849,
2024,Tonga,Upper middle income,Oceania,0.14489479007142866,TON,0.581,24.938862318662423,
2024,Tunisia,Lower middle income,Africa,0.48915510282816793,TUN,53.482,0.9146163247974419,
2024,Turkmenistan,Upper middle income,Asia,-0.34601202543333337,TKM,90.904,-0.3806345435111033,net negative transfers
2024,Tuvalu,Upper middle income,Oceania,0.07516785714285673,TUV,0.067,112.19083155650257,
2024,Türkiye,Upper middle income,Asia,2.53478981859042,TUR,1340.689,0.1890662054056101,
2024,Uganda,Low income,Africa,1.7632043981575547,UGA,57.898,3.0453632217996383,
2024,Uzbekistan,Lower middle income,Asia,5.194874548078468,UZB,99.582,5.216680271613814,
2024,Vanuatu,Lower middle income,Oceania,0.17976756294285542,VUT,1.263,14.233377905214208,
2024,Vietnam,Lower middle income,Asia,-4.229353470932675,VNM,469.672,-0.9004908682937612,net negative transfers
2024,Yemen,Low income,Asia,2.6963404315438098,YEM,21.89,12.317681277038874,
2024,Zambia,Low income,Africa,2.334512199579999,ZMB,31.042,7.520495456413887,
2024,Zimbabwe,Lower middle income,Africa,1.0064941316609508,ZWE,47.078,2.1379288237838288,
