year,country,income_level,continent,inflow,outflow,gdp,inflow_gdp,outflow_gdp
2022,Costa Rica,Upper middle income,America,2000782815.0,1157722015.2,68373000000.00001,2.926276183581238,1.6932444315738666
2022,Cote d'Ivoire,Lower middle income,Africa,6108180126.5,1645188992.2,70180000000.0,8.703590946850955,2.3442419381590196
2022,DR Congo,Low income,Africa,3432742695.8,644345957.9,65784000000.00001,5.218203052109935,0.9794873493554662
2022,Djibouti,Lower middle income,Africa,205649901.3,51889533.1,3662000000.0,5.615781029492081,1.4169725040961223
2022,Dominica,Upper middle income,America,73167000.0,27466722.7,627000000.0,11.669377990430622,4.380657527910686
2022,Dominican Republic,Upper middle income,America,4492717616.8,3161034633.0,113873000000.0,3.9453756525251817,2.7759298806565207
2022,Ecuador,Upper middle income,America,2909521072.5,3135826260.7,115049000000.0,2.5289407752349,2.7256440826951995
2022,Egypt,Lower middle income,Africa,15139318607.9,14657588033.3,475231000000.0,3.18567572567867,3.084308059301687
2022,El Salvador,Lower middle income,America,938436066.9,1818643453.7,32488999999.999996,2.8884732275539418,5.597720624519068
2022,Equatorial Guinea,Upper middle income,Africa,14090000.0,-0.0,11767000000.0,0.11974165037817626,-0.0
2022,Eswatini,Lower middle income,Africa,302339357.6,53410798.1,4837000000.0,6.2505552532561515,1.1042133161050238
2022,Ethiopia,Low income,Africa,5454063007.7,1993220497.3,120369000000.0,4.531119314524504,1.6559251113658833
2022,Fiji,Upper middle income,Oceania,607843362.2,103513297.4,4980000000.0,12.205690004016066,2.0785802690763053
2022,Gabon,Upper middle income,Africa,314707783.0,491539725.8,21117000000.0,1.490305360609935,2.327696764691954
2022,Gambia,Low income,Africa,301592938.1,31431145.6,2161000000.0,13.956174831096716,1.4544722628412772
2022,Georgia,Upper middle income,Asia,1613171143.5,495582402.2,24606000000.0,6.556007248232138,2.0140713736487035
2022,Ghana,Lower middle income,Africa,3122221853.2,1944251859.6,72243000000.0,4.321833053998311,2.6912667796187866
2022,Grenada,Upper middle income,America,50037780.8,46256528.2,1216000000.0,4.114949078947369,3.8039908059210528
2022,Guatemala,Upper middle income,America,1539311349.1,1595396192.4,95004000000.0,1.6202595144414973,1.6792937059492232
2022,Guinea,Low income,Africa,781597426.7,193311252.8,20304000000.0,3.8494751118006305,0.9520845784081954
2022,Guinea-Bissau,Low income,Africa,183845920.0,61507395.8,1718000000.0,10.701159487776485,3.5801743771827708
2022,Guyana,Upper middle income,America,602207456.0,83723686.7,14529000000.0,4.144865138688141,0.5762522313992704
2022,Haiti,Lower middle income,America,903820000.0,30224000.0,20535000000.0,4.40136352568785,0.1471828585342099
2022,Honduras,Lower middle income,America,1200193434.2,697839777.8,31523000000.0,3.8073579107318465,2.2137479865495036
2022,India,Lower middle income,Asia,20536719474.1,17592761992.0,3389689000000.0,0.6058585160497024,0.5190081447590029
2022,Indonesia,Lower middle income,Asia,19653029030.7,35641394122.1,1318806000000.0,1.4902138017797917,2.702550194804998
2022,Iran,Lower middle income,Asia,435355914.6,59115039.5,346479000000.0,0.12565145783727152,0.017061651499802297
2022,Iraq,Upper middle income,Asia,2582726330.3,4352541795.2,261140000000.0,0.9890198094125757,1.6667464942942483
2022,Jamaica,Upper middle income,America,350423000.0,1084233179.5,17003000000.0,2.060948067988002,6.376716929365406
2022,Jordan,Upper middle income,Asia,4154601496.9,3612955977.0,47519000000.0,8.743032254256192,7.6031818367389885
2022,Kazakhstan,Upper middle income,Asia,729865539.7,2954329267.2000003,225529000000.0,0.32362380877847197,1.309955379219524
2022,Kenya,Lower middle income,Africa,4449530579.1,2960838459.5,113701000000.0,3.9133609898769586,2.6040566569335364
2022,Kiribati,Lower middle income,Oceania,92560000.0,-0.0,224000000.0,41.32142857142857,-0.0
2022,Kosovo,Upper middle income,Europe,433146226.9,48489695.5,9437000000.0,4.589872066334641,0.513825320546784
2022,Kyrgyz Republic,Lower middle income,Asia,764341361.3,243789630.3,11672000000.0,6.548503780843043,2.0886705817340645
2022,Laos,Lower middle income,Asia,858709915.1,421332538.8,15304000000.0,5.611016172895975,2.7530876816518557
2022,Lebanon,Lower middle income,Asia,1698298479.3,143306905.2,21780000000.0,7.797513679063361,0.6579747713498622
2022,Lesotho,Lower middle income,Africa,226851227.3,282519791.4,2463000000.0,9.210362456354039,11.470555883069427
2022,Liberia,Low income,Africa,534444320.6,31129523.8,3974000000.0,13.448523417211877,0.7833297382989431
2022,Libya,Upper middle income,Africa,263300000.0,-0.0,37796000000.0,0.6966345645041804,-0.0
2022,Madagascar,Low income,Africa,1229974205.7,136085966.6,15149000000.0,8.11917754109182,0.8983165000990164
2022,Malawi,Low income,Africa,1461862311.1,101365010.2,12537000000.0,11.660383752891441,0.8085268421472441
2022,Malaysia,Upper middle income,Asia,79910000.0,-0.0,407027000000.0,0.019632604225272524,-0.0
2022,Maldives,Upper middle income,Asia,554304733.1,604047411.4,6238000000.0,8.885936728117986,9.683350615581917
2022,Mali,Low income,Africa,1643355428.1000001,287913213.4,19171000000.0,8.57209028271869,1.5018163549110635
2022,Marshall Islands,Upper middle income,Oceania,143800000.0,-0.0,261000000.0,55.09578544061303,-0.0
2022,Mauritania,Lower middle income,Africa,455249987.1,326346881.20000005,9903000000.0,4.597091660102999,3.2954345269110377
2022,Mauritius,Upper middle income,Africa,566702199.9,185071923.10000002,12898000000.0,4.3937215064351065,1.4348885338812223
2022,Mexico,Upper middle income,America,24680367788.0,24523329302.4,1465854000000.0,1.6836852638803046,1.6729721583732078
2022,"Micronesia, Fed. Sts.",Lower middle income,Oceania,153280000.0,-0.0,424000000.0,36.15094339622642,-0.0
2022,Moldova,Upper middle income,Europe,1254208174.2,135621586.7,14550000000.0,8.619987451546391,0.9321071250859105
2022,Mongolia,Lower middle income,Asia,680212639.4,1395012096.7,17146000000.0,3.9671797468797387,8.136078949609239
2022,Montenegro,Upper middle income,Europe,222304533.1,401963791.3,6109000000.0,3.6389676395482073,6.579862355541005
2022,Morocco,Lower middle income,Africa,4878305875.5,4662564942.7,130913000000.00002,3.7263723812761143,3.5615752008585853
2022,Mozambique,Low income,Africa,2865088808.0,668653566.6,19157000000.0,14.955832374588923,3.490387673435298
2022,Myanmar,Lower middle income,Asia,1117185610.8,899930711.6999999,66156000000.00001,1.6887139651732268,1.3603160887901322
2022,Namibia,Upper middle income,Africa,223940000.0,-0.0,12602000000.0,1.7770195207109982,-0.0
2022,Nauru,High income,Oceania,35570000.0,-0.0,152000000.0,23.401315789473685,-0.0
2022,Nepal,Lower middle income,Asia,1414746437.0,309226778.0,40828000000.0,3.465137741256001,0.7573889928480455
2022,Nicaragua,Lower middle income,America,812573834.8,428351815.9,15671000000.0,5.185207292451024,2.7334044789739007
2022,Niger,Low income,Africa,2101450956.1,253871220.7,15448000000.0,13.603385267348525,1.6433921588555154
2022,Nigeria,Lower middle income,Africa,8111534532.3,2916454252.0,477376000000.0,1.6991919435204115,0.610934410611342
2022,North Macedonia,Upper middle income,Europe,655379523.6,344514876.7,13593000000.0,4.82144871330832,2.534502145957478
2022,Pakistan,Lower middle income,Asia,11399923409.2,13765252553.2,374658000000.0,3.0427545679526395,3.6740847795055758
2022,Palau,Upper middle income,Oceania,25620000.0,-0.0,246000000.0,10.414634146341463,-0.0
2022,Panama,High income,America,66270000.0,-0.0,76523000000.0,0.08660141395397462,-0.0
2022,Papua New Guinea,Lower middle income,Oceania,1765673527.8999999,369827864.9,31533000000.0,5.599446699965116,1.1728280369771351
2022,Paraguay,Upper middle income,America,2083264293.8,1003237014.7,41722000000.0,4.993203331096304,2.4045755589377307
2022,Peru,Upper middle income,America,2478045456.3,2264923920.0,244594000000.0,1.0131260195671195,0.9259932459504322
2022,Philippines,Lower middle income,Asia,10182382615.5,5507618961.5,404284000000.0,2.518621220602349,1.362314353647436
2022,Rwanda,Low income,Africa,1484532143.5,166227837.4,13309000000.0,11.154347760913668,1.2489881839356827
2022,Samoa,Lower middle income,Oceania,135796000.0,33970860.4,833000000.0,16.30204081632653,4.0781345018007205
2022,Sao Tome and Principe,Lower middle income,Africa,91766273.9,7032409.2,548000000.0,16.74567041970803,1.2832863503649634
2022,Senegal,Lower middle income,Africa,2019480888.4,1015851103.1,27744000000.0,7.27898244088812,3.661516375072088
2022,Serbia,Upper middle income,Europe,2685363768.4,1514682872.4,63502000000.0,4.228786130200624,2.3852522320556835
2022,Sierra Leone,Low income,Africa,557984071.4,62167448.3,3987000000.0,13.995085813895159,1.5592537822924504
2022,Solomon Islands,Lower middle income,Oceania,256962000.0,6082582.1,1591000000.0,16.150974230043996,0.3823118856065368
2022,Somalia,Low income,Africa,1954990000.0,15374061.4,10420000000.0,18.76190019193858,0.1475437754318618
2022,South Africa,Upper middle income,Africa,6996484894.599999,13296635748.0,405106000000.0,1.727075109872478,3.282260876906291
2022,South Sudan,Low income,Africa,2086680000.0,-0.0,8535000000.0,24.448506151142354,-0.0
2022,Sri Lanka,Lower middle income,Asia,2795785744.0,2015044734.6999998,74846000000.0,3.7353843144590226,2.6922544086524325
2022,St. Lucia,Upper middle income,America,45206000.0,48742894.1,2297000000.0,1.9680452764475402,2.122024122768829
2022,St. Vincent and the Grenadines,Upper middle income,America,94653194.5,35248101.8,947000000.0,9.995057497360085,3.7220804435058072
2022,Sudan,Low income,Africa,1596410000.0,169993794.6,33752000000.000004,4.729823417871533,0.503655471083195
2022,Suriname,Upper middle income,America,315755817.4,86619679.5,3510000000.0,8.995892233618232,2.4677971367521367
2022,Tajikistan,Lower middle income,Asia,738958036.3,266832633.9,10493000000.0,7.042390510816735,2.542958485657105
2022,Tanzania,Lower middle income,Africa,3675771606.0,1545180285.3,77065000000.0,4.769702985791215,2.00503508116525
2022,Thailand,Upper middle income,Asia,1115055512.2,1605226158.1,495424000000.0,0.22507095179078931,0.3240105764153533
2022,Timor-Leste,Lower middle income,Asia,241909356.9,14494000.0,4904000000.0,4.932898794861337,0.29555464926590536
2022,Togo,Low income,Africa,521179604.5,176854879.5,8144000000.0,6.399553100442043,2.1715972433693516
2022,Tonga,Upper middle income,Oceania,143274000.0,10715458.9,498000000.0,28.76987951807229,2.1516985742971886
2022,Tunisia,Lower middle income,Africa,2742598667.1,2821821782.2,46361000000.0,5.915745275339186,6.086628377731283
2022,Turkmenistan,Upper middle income,Asia,629022641.7,1103740912.8,77252000000.0,0.8142477109977736,1.4287538352405116
2022,Tuvalu,Upper middle income,Oceania,64430000.0,-0.0,59000000.0,109.20338983050847,-0.0
2022,Türkiye,Upper middle income,Asia,20511157414.2,21395566605.3,905841000000.0,2.2643220404243127,2.3619560833854947
2022,Uganda,Low income,Africa,2678483713.7,691985201.0,48244000000.0,5.551951980971727,1.4343445837824393
2022,Uzbekistan,Lower middle income,Asia,4486231449.6,1254234620.7,80418000000.0,5.578640913228383,1.5596441352682235
2022,Vanuatu,Lower middle income,Oceania,171395625.3,20393142.3,1073000000.0,15.973497232059648,1.9005724417520968
2022,Vietnam,Lower middle income,Asia,2478742844.6000004,4401252519.0,406452000000.0,0.6098488492122072,1.0828468106935136
2022,Yemen,Low income,Asia,2953035449.4,87817000.0,23548000000.0,12.540493669950738,0.37292763716663835
2022,Zambia,Low income,Africa,1865738414.3,435337338.6,29742000000.0,6.273076505614955,1.4637123885414565
2022,Zimbabwe,Lower middle income,Africa,1074060098.7,32105899.2,31490000000.0,3.410797391870435,0.101955856462369
